Field 0,Field 1,Field 2
0.1630381022,0,0.0242679775
0.163675816,0,0.0242679775
0.1643132675,0,0.0242679775
0.1649504587,0,0.0242679775
0.1655873917,0,0.0242679775
0.1662240686,0,0.0242679775
0.1668604913,0,0.0242679775
0.1674966621,0,0.0242679775
0.1681325828,0,0.0242679775
0.1687682556,0,0.0242679775
0.1694036824,0,0.0242679775
0.1700388653,0,0.0242679775
0.1706738062,0,0.0242679775
0.1713085071,0,0.0242679775
0.1719429699,0,0.0242679775
0.1725771966,0,0.0242679775
0.1732111889,0,0.0242679775
0.1738449488,0,0.0242679775
0.1744784781,0,0.0242679775
0.1751117786,0,0.0242679775
0.1757448521,0,0.0242679775
0.1763777004,0,0.0242679775
0.1770103253,0,0.0242679775
0.1776427284,0,0.0242679775
0.1782749115,0,0.0242679775
0.1789068762,0,0.0242679775
0.1794907423,0,0.0242679775
0.1801222838,0,0.0242679775
0.1807535934,0,0.0242679775
0.1813846727,0,0.0242679775
0.1820155235,0,0.0242679775
0.1826461473,0,0.0242679775
0.1832765459,0,0.0242679775
0.1839067211,0,0.0242679775
0.1845366744,0,0.0242679775
0.1851664078,0,0.0242679775
0.1857959229,0,0.0242679775
0.1864252215,0,0.0242679775
0.1870543055,0,0.0242679775
0.187140151,0,0.0242679775
0.1877689932,0,0.0242679775
0.1883976248,0,0.0242679775
0.1890260286,0,0.0242679775
0.1896541954,0,0.0242679775
0.190282127,0,0.0242679775
0.1909098255,0,0.0242679775
0.1915372926,0,0.0242679775
0.1921645304,0,0.0242679775
0.1927915408,0,0.0242679775
0.1934183258,0,0.0242679775
0.1940448874,0,0.0242679775
0.1946712276,0,0.0242679775
0.1952973484,0,0.0242679775
0.1959232517,0,0.0242679775
0.1965489397,0,0.0242679775
0.1971744143,0,0.0242679775
0.1977996774,0,0.0242679775
0.198424731,0,0.0242679775
0.199049577,0,0.0242679775
0.1996742175,0,0.0242679775
0.2002986541,0,0.0242679775
0.2009228889,0,0.0242679775
0.2015469236,0,0.0242679775
0.20217076,0,0.0242679775
0.2027943998,0,0.0242679775
0.2034178449,0,0.0242679775
0.2040410968,0,0.0242679775
0.2046641572,0,0.0242679775
0.2052870277,0,0.0242679775
0.2053725368,0,0.0242679775
0.2055374599,0,0.0242679775
0.2061600666,0,0.0242679775
0.2067824871,0,0.0242679775
0.2074047227,0,0.0242679775
0.2080267749,0,0.0242679775
0.2086486449,0,0.0242679775
0.2092703343,0,0.0242679775
0.2098918442,0,0.0242679775
0.2105131759,0,0.0242679775
0.2111343306,0,0.0242679775
0.2117553095,0,0.0242679775
0.2123761138,0,0.0242679775
0.2129967447,0,0.0242679775
0.2136172032,0,0.0242679775
0.2142374906,0,0.0242679775
0.2148576078,0,0.0242679775
0.215477556,0,0.0242679775
0.2160973363,0,0.0242679775
0.2167169498,0,0.0242679775
0.2173363974,0,0.0242679775
0.2179556804,0,0.0242679775
0.2185747997,0,0.0242679775
0.2191937565,0,0.0242679775
0.2198125518,0,0.0242679775
0.2204311866,0,0.0242679775
0.2210496622,0,0.0242679775
0.2216679795,0,0.0242679775
0.2222861397,0,0.0242679775
0.2229041438,0,0.0242679775
0.223521993,0,0.0242679775
0.2241396883,0,0.0242679775
0.2247572308,0,0.0242679775
0.2253746217,0,0.0242679775
0.225991862,0,0.0242679775
0.2266089528,0,0.0242679775
0.2272258953,0,0.0242679775
0.2278426904,0,0.0242679775
0.2284593393,0,0.0242679775
0.2290758431,0,0.0242679775
0.2296922028,0,0.0242679775
0.2303084195,0,0.0242679775
0.2309244943,0,0.0242679775
0.2315404281,0,0.0242679775
0.2321562221,0,0.0242679775
0.2327718774,0,0.0242679775
0.2333873949,0,0.0242679775
0.2340027758,0,0.0242679775
0.2346180211,0,0.0242679775
0.2352331319,0,0.0242679775
0.2358481094,0,0.0242679775
0.2360769577,0,0.0242679775
0.2366917539,0,0.0242679775
0.2373064193,0,0.0242679775
0.237920955,0,0.0242679775
0.2385353622,0,0.0242679775
0.239149642,0,0.0242679775
0.2397637956,0,0.0242679775
0.240377824,0,0.0242679775
0.2409917284,0,0.0242679775
0.24160551,0,0.0242679775
0.2422191659,0,0.0242679775
0.2428326877,0,0.0242679775
0.2434460768,0,0.0242679775
0.2440593349,0,0.0242679775
0.2446724635,0,0.0242679775
0.2452854641,0,0.0242679775
0.2458983382,0,0.0242679775
0.2465110874,0,0.0242679775
0.2471237129,0,0.0242679775
0.2477362163,0,0.0242679775
0.248348599,0,0.0242679775
0.2489608622,0,0.0242679775
0.2495730072,0,0.0242679775
0.2501850353,0,0.0242679775
0.2507969477,0,0.0242679775
0.2514087454,0,0.0242679775
0.2520204294,0,0.0242679775
0.2526320009,0,0.0242679775
0.2530705446,0,0.0242679775
0.253681925,0,0.0242679775
0.2542931956,0,0.0242679775
0.2549043581,0,0.0242679775
0.255515414,0,0.0242679775
0.2561263648,0,0.0242679775
0.2567372122,0,0.0242679775
0.2573479579,0,0.0242679775
0.2579586036,0,0.0242679775
0.2585691508,0,0.0242679775
0.259179601,0,0.0242679775
0.2597899559,0,0.0242679775
0.2604002168,0,0.0242679775
0.2610103852,0,0.0242679775
0.2616204627,0,0.0242679775
0.2620171522,0,0.0242679775
0.2626270826,0,0.0242679775
0.2632369259,0,0.0242679775
0.2638466835,0,0.0242679775
0.2644563476,0,0.0242679775
0.2650659092,0,0.0242679775
0.2656753704,0,0.0242679775
0.2662847329,0,0.0242679775
0.2668939986,0,0.0242679775
0.2675031693,0,0.0242679775
0.2681122467,0,0.0242679775
0.268721233,0,0.0242679775
0.2693301299,0,0.0242679775
0.2699389395,0,0.0242679775
0.2705476636,0,0.0242679775
0.2711563042,0,0.0242679775
0.2717648632,0,0.0242679775
0.2723733425,0,0.0242679775
0.2729817439,0,0.0242679775
0.2735900693,0,0.0242679775
0.2741983205,0,0.0242679775
0.2748064993,0,0.0242679775
0.2754146075,0,0.0242679775
0.2760226468,0,0.0242679775
0.2766306192,0,0.0242679775
0.2772385264,0,0.0242679775
0.2778463701,0,0.0242679775
0.2784541518,0,0.0242679775
0.2790618699,0,0.0242679775
0.2796695227,0,0.0242679775
0.2802771099,0,0.0242679775
0.2808846315,0,0.0242679775
0.2814920881,0,0.0242679775
0.2820994808,0,0.0242679775
0.2827068112,0,0.0242679775
0.2833140815,0,0.0242679775
0.2835253547,0,0.0242679775
0.2841325484,0,0.0242679775
0.2847396895,0,0.0242679775
0.2853467823,0,0.0242679775
0.2859538325,0,0.0242679775
0.28656085,0,0.0242679775
0.2871678454,0,0.0242679775
0.287202822,0,0.0242679775
0.2878097987,0,0.0242679775
0.2884167609,0,0.0242679775
0.2888913072,0,0.0242679775
0.28949825,0,0.0242679775
0.2901051848,0,0.0242679775
0.2907121135,0,0.0242679775
0.2913190381,0,0.0242679775
0.2919259604,0,0.0242679775
0.2925328815,0,0.0242679775
0.293139796,0,0.0242679775
0.2937467009,0,0.0242679775
0.294353595,0,0.0242679775
0.2949604774,0,0.0242679775
0.2954407749,0,0.0242679775
0.2960476242,0,0.0242679775
0.2966544495,0,0.0242679775
0.297261249,0,0.0242679775
0.2978680217,0,0.0242679775
0.2984747668,0,0.0242679775
0.2990814845,0,0.0242679775
0.2996881749,0,0.0242679775
0.3002948358,0,0.0242679775
0.3009014669,0,0.0242679775
0.3015080685,0,0.0242679775
0.3021146411,0,0.0242679775
0.3027211858,0,0.0242679775
0.3033277036,0,0.0242679775
0.3039341961,0,0.0242679775
0.3045406651,0,0.0242679775
0.3051471126,0,0.0242679775
0.3057535409,0,0.0242679775
0.3063599523,0,0.0242679775
0.3069663493,0,0.0242679775
0.3075727344,0,0.0242679775
0.3081791099,0,0.0242679775
0.3087854779,0,0.0242679775
0.3087973691,0,0.0242679775
0.3088613604,0,0.0242679775
0.3094677175,0,0.0242679775
0.310074066,0,0.0242679775
0.310680407,0,0.0242679775
0.3112867411,0,0.0242679775
0.3118930689,0,0.0242679775
0.312499391,0,0.0242679775
0.3131057084,0,0.0242679775
0.3137120225,0,0.0242679775
0.3143183346,0,0.0242679775
0.3149246461,0,0.0242679775
0.3155309587,0,0.0242679775
0.3161372742,0,0.0242679775
0.3167435984,0,0.0242679775
0.3173499426,0,0.0242679775
0.3179563193,0,0.0242679775
0.318027235,0,0.0242679775
0.3186336436,0,0.0242679775
0.3187977877,0,0.0242679775
0.3194042116,0,0.0242679775
0.3200106379,0,0.0242679775
0.3206170631,0,0.0242679775
0.3212234852,0,0.0242679775
0.321829903,0,0.0242679775
0.3224363161,0,0.0242679775
0.3230427244,0,0.0242679775
0.3236491281,0,0.0242679775
0.3242555274,0,0.0242679775
0.3248619225,0,0.0242679775
0.3254683138,0,0.0242679775
0.3260747017,0,0.0242679775
0.3266810863,0,0.0242679775
0.3272874681,0,0.0242679775
0.3278938471,0,0.0242679775
0.3285002236,0,0.0242679775
0.3291065994,0,0.0242679775
0.3297129768,0,0.0242679775
0.3303193574,0,0.0242679775
0.3309257432,0,0.0242679775
0.3315321357,0,0.0242679775
0.3321385364,0,0.0242679775
0.3327449469,0,0.0242679775
0.3333513686,0,0.0242679775
0.3337526849,0,0.0242679775
0.3343591288,0,0.0242679775
0.334965588,0,0.0242679775
0.335572064,0,0.0242679775
0.3361785586,0,0.0242679775
0.3367850734,0,0.0242679775
0.3373916098,0,0.0242679775
0.3379981696,0,0.0242679775
0.3386047545,0,0.0242679775
0.3392113657,0,0.0242679775
0.3398180047,0,0.0242679775
0.340424673,0,0.0242679775
0.3410313724,0,0.0242679775
0.3416381046,0,0.0242679775
0.3422448718,0,0.0242679775
0.342851676,0,0.0242679775
0.3434585197,0,0.0242679775
0.3440654051,0,0.0242679775
0.3446723348,0,0.0242679775
0.3449016827,0,0.0242679775
0.3455086777,0,0.0242679775
0.3461157232,0,0.0242679775
0.3467228222,0,0.0242679775
0.3473299774,0,0.0242679775
0.3479371918,0,0.0242679775
0.3485444683,0,0.0242679775
0.34915181,0,0.0242679775
0.3497592199,0,0.0242679775
0.3503667012,0,0.0242679775
0.3509742568,0,0.0242679775
0.35158189,0,0.0242679775
0.3518320731,0,0.0242679775
0.352439821,0,0.0242679775
0.3530476538,0,0.0242679775
0.3536555745,0,0.0242679775
0.3542635863,0,0.0242679775
0.3548716921,0,0.0242679775
0.3554798948,0,0.0242679775
0.3560881974,0,0.0242679775
0.3566966029,0,0.0242679775
0.3573051141,0,0.0242679775
0.3579137339,0,0.0242679775
0.3585224651,0,0.0242679775
0.3591313106,0,0.0242679775
0.3597402729,0,0.0242679775
0.3603493547,0,0.0242679775
0.3609585586,0,0.0242679775
0.3610795038,0,0.0242679775
0.3616888572,0,0.0242679775
0.3622983379,0,0.0242679775
0.3629079481,0,0.0242679775
0.3635176901,0,0.0242679775
0.3641275658,0,0.0242679775
0.3647375773,0,0.0242679775
0.3653477264,0,0.0242679775
0.3659580148,0,0.0242679775
0.3665684444,0,0.0242679775
0.3667096498,0,0.0242679775
0.3673202553,0,0.0242679775
0.3679310055,0,0.0242679775
0.3685419019,0,0.0242679775
0.369152946,0,0.0242679775
0.369764139,0,0.0242679775
0.3703754824,0,0.0242679775
0.3709869775,0,0.0242679775
0.3715986257,0,0.0242679775
0.3722104281,0,0.0242679775
0.3728223861,0,0.0242679775
0.373434501,0,0.0242679775
0.374046774,0,0.0242679775
0.3746592063,0,0.0242679775
0.3752717993,0,0.0242679775
0.3758845542,0,0.0242679775
0.3764974723,0,0.0242679775
0.3771105549,0,0.0242679775
0.3777238033,0,0.0242679775
0.3783372135,0,0.0242679775
0.3789507766,0,0.0242679775
0.3795644939,0,0.0242679775
0.380178367,0,0.0242679775
0.3807923972,0,0.0242679775
0.381406571,0,0.0242679775
0.3820208816,0,0.0242679775
0.3826353303,0,0.0242679775
0.3832499186,0,0.0242679775
0.383828147,0,0.0242679775
0.3844430108,0,0.0242679775
0.3850580187,0,0.0242679775
0.3856731724,0,0.0242679775
0.3862884733,0,0.0242679775
0.3869039231,0,0.0242679775
0.3875195232,0,0.0242679775
0.3881352753,0,0.0242679775
0.3887511806,0,0.0242679775
0.3893672408,0,0.0242679775
0.3899834572,0,0.0242679775
0.3905998313,0,0.0242679775
0.3912163642,0,0.0242679775
0.3918330574,0,0.0242679775
0.3924499121,0,0.0242679775
0.3930669294,0,0.0242679775
0.3936841105,0,0.0242679775
0.3943014564,0,0.0242679775
0.3949189683,0,0.0242679775
0.3955366471,0,0.0242679775
0.3961544938,0,0.0242679775
0.3967725093,0,0.0242679775
0.3973906944,0,0.0242679775
0.39800905,0,0.0242679775
0.3986275769,0,0.0242679775
0.399246276,0,0.0242679775
0.3998651479,0,0.0242679775
0.4004841936,0,0.0242679775
0.4011034136,0,0.0242679775
0.4017228089,0,0.0242679775
0.4023423802,0,0.0242679775
0.4029621282,0,0.0242679775
0.4035820538,0,0.0242679775
0.4042021578,0,0.0242679775
0.4048224411,0,0.0242679775
0.4054429044,0,0.0242679775
0.4060635488,0,0.0242679775
0.4066843751,0,0.0242679775
0.407197304,0,0.0242679775
0.4078184651,0,0.0242679775
0.4084398111,0,0.0242679775
0.4090613429,0,0.0242679775
0.4096830617,0,0.0242679775
0.4103049686,0,0.0242679775
0.4109270648,0,0.0242679775
0.4115493514,0,0.0242679775
0.4121718297,0,0.0242679775
0.4127945009,0,0.0242679775
0.4134173661,0,0.0242679775
0.4140404267,0,0.0242679775
0.4146636837,0,0.0242679775
0.4152871384,0,0.0242679775
0.415910792,0,0.0242679775
0.4165346456,0,0.0242679775
0.4171587003,0,0.0242679775
0.4177829572,0,0.0242679775
0.4184074172,0,0.0242679775
0.4190320815,0,0.0242679775
0.4196569507,0,0.0242679775
0.4201737312,0,0.0242679775
0.4207989771,0,0.0242679775
0.4214244303,0,0.0242679775
0.4220500913,0,0.0242679775
0.4226759607,0,0.0242679775
0.423302039,0,0.0242679775
0.4239283267,0,0.0242679775
0.424554824,0,0.0242679775
0.4251815313,0,0.0242679775
0.4258084488,0,0.0242679775
0.4260313793,0,0.0242679775
0.426658582,0,0.0242679775
0.4272859951,0,0.0242679775
0.4279136187,0,0.0242679775
0.4285414529,0,0.0242679775
0.4291694978,0,0.0242679775
0.4297977532,0,0.0242679775
0.4304262192,0,0.0242679775
0.4310548959,0,0.0242679775
0.4316837832,0,0.0242679775
0.4323128813,0,0.0242679775
0.4329421904,0,0.0242679775
0.4335717105,0,0.0242679775
0.4342014421,0,0.0242679775
0.4348313853,0,0.0242679775
0.4354615408,0,0.0242679775
0.436091909,0,0.0242679775
0.4367224906,0,0.0242679775
0.4368217221,0,0.0242679775
0.4374525516,0,0.0242679775
0.4380835964,0,0.0242679775
0.4387148575,0,0.0242679775
0.4393463361,0,0.0242679775
0.4399780335,0,0.0242679775
0.4406099511,0,0.0242679775
0.4412420823,0,0.0242679775
0.4418744256,0,0.0242679775
0.4425069825,0,0.0242679775
0.4427902958,0,0.0242679775
0.443423165,0,0.0242679775
0.4440562469,0,0.0242679775
0.4446895338,0,0.0242679775
0.4453230282,0,0.0242679775
0.4459567327,0,0.0242679775
0.4465906499,0,0.0242679775
0.4472247825,0,0.0242679775
0.4478591333,0,0.0242679775
0.4484937049,0,0.0242679775
0.4491285002,0,0.0242679775
0.4497635217,0,0.0242679775
0.4503987723,0,0.0242679775
0.4510342544,0,0.0242679775
0.4516699705,0,0.0242679775
0.4523059231,0,0.0242679775
0.4529421144,0,0.0242679775
0.4535785467,0,0.0242679775
0.4542152218,0,0.0242679775
0.4548521418,0,0.0242679775
0.4554893082,0,0.0242679775
0.4561267227,0,0.0242679775
0.4567643865,0,0.0242679775
0.4574023009,0,0.0242679775
0.4580404668,0,0.0242679775
0.4586788851,0,0.0242679775
0.4593175563,0,0.0242679775
0.4599564809,0,0.0242679775
0.4605956411,0,0.0242679775
0.4612347689,0,0.0242679775
0.4618738658,0,0.0242679775
0.462512933,0,0.0242679775
0.4631519721,0,0.0242679775
0.4637909841,0,0.0242679775
0.4644299703,0,0.0242679775
0.4650689318,0,0.0242679775
0.4657078696,0,0.0242679775
0.4663467849,0,0.0242679775
0.4669856785,0,0.0242679775
0.4676245513,0,0.0242679775
0.4682634038,0,0.0242679775
0.4689022368,0,0.0242679775
0.4695410506,0,0.0242679775
0.4701798458,0,0.0242679775
0.4708186233,0,0.0242679775
0.4714573834,0,0.0242679775
0.4720961267,0,0.0242679775
0.4727348534,0,0.0242679775
0.4733735634,0,0.0242679775
0.4740122563,0,0.0242679775
0.474260901,0,0.0242679775
0.47489957,0,0.0242679775
0.4755382221,0,0.0242679775
0.4761768579,0,0.0242679775
0.4768154779,0,0.0242679775
0.4774540828,0,0.0242679775
0.478092673,0,0.0242679775
0.4787312492,0,0.0242679775
0.4793698118,0,0.0242679775
0.4800083617,0,0.0242679775
0.4806468994,0,0.0242679775
0.4812854255,0,0.0242679775
0.4819239409,0,0.0242679775
0.4825624463,0,0.0242679775
0.4832009426,0,0.0242679775
0.4838394307,0,0.0242679775
0.4844779115,0,0.0242679775
0.4851163858,0,0.0242679775
0.4857548545,0,0.0242679775
0.4863933186,0,0.0242679775
0.487031779,0,0.0242679775
0.4873137092,0,0.0242679775
0.4879521658,0,0.0242679775
0.488590621,0,0.0242679775
0.4892290754,0,0.0242679775
0.4898675302,0,0.0242679775
0.4905059862,0,0.0242679775
0.4911444441,0,0.0242679775
0.4917829047,0,0.0242679775
0.4924213689,0,0.0242679775
0.4930598375,0,0.0242679775
0.4936983094,0,0.0242679775
0.4943367839,0,0.0242679775
0.4949752619,0,0.0242679775
0.4956137442,0,0.0242679775
0.4962522315,0,0.0242679775
0.4968907247,0,0.0242679775
0.4975292252,0,0.0242679775
0.4981677339,0,0.0242679775
0.4988062521,0,0.0242679775
0.4994447807,0,0.0242679775
0.5000833214,0,0.0242679775
0.5007218759,0,0.0242679775
0.5013604457,0,0.0242679775
0.5019990321,0,0.0242679775
0.5026376365,0,0.0242679775
0.5032762602,0,0.0242679775
0.5039149048,0,0.0242679775
0.5045535715,0,0.0242679775
0.5051922621,0,0.0242679775
0.5058309767,0,0.0242679775
0.5064697124,0,0.0242679775
0.5071084706,0,0.0242679775
0.507747253,0,0.0242679775
0.5083860609,0,0.0242679775
0.5090248957,0,0.0242679775
0.5096637588,0,0.0242679775
0.5103026514,0,0.0242679775
0.5109415748,0,0.0242679775
0.5115805304,0,0.0242679775
0.5122195192,0,0.0242679775
0.5128585426,0,0.0242679775
0.5134975983,0,0.0242679775
0.5141366864,0,0.0242679775
0.5147758067,0,0.0242679775
0.5154149568,0,0.0242679775
0.5160541375,0,0.0242679775
0.5166933495,0,0.0242679775
0.5173325936,0,0.0242679775
0.5179718704,0,0.0242679775
0.5186111805,0,0.0242679775
0.5192505244,0,0.0242679775
0.5198899026,0,0.0242679775
0.5205293157,0,0.0242679775
0.5211687641,0,0.0242679775
0.5218082481,0,0.0242679775
0.5224477683,0,0.0242679775
0.5230873248,0,0.0242679775
0.5237269182,0,0.0242679775
0.5243665487,0,0.0242679775
0.5250062167,0,0.0242679775
0.5256459225,0,0.0242679775
0.5262856665,0,0.0242679775
0.5269254491,0,0.0242679775
0.5275652706,0,0.0242679775
0.5282051316,0,0.0242679775
0.5288450326,0,0.0242679775
0.5294849741,0,0.0242679775
0.5301249567,0,0.0242679775
0.5307649811,0,0.0242679775
0.5314050481,0,0.0242679775
0.5320451586,0,0.0242679775
0.5326853134,0,0.0242679775
0.5333255136,0,0.0242679775
0.5339657603,0,0.0242679775
0.5346060547,0,0.0242679775
0.5352463982,0,0.0242679775
0.5358867922,0,0.0242679775
0.5365272382,0,0.0242679775
0.5371677379,0,0.0242679775
0.5378082931,0,0.0242679775
0.5384487267,0,0.0242679775
0.5390889204,0,0.0242679775
